,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,Team1,Team2,Result
59,Group stage,4.0,Wed,11/1/2017,19:45 (22:45),Tottenham eng,2.3,3–1,2.2,es Real Madrid,"83,782",Wembley Stadium,Cüneyt Çakιr,Match Report,,3,1,1
60,Group stage,4.0,Wed,11/1/2017,19:45 (22:45),Porto pt,1.8,3–1,0.6,de RB Leipzig,"41,616",Estádio Do Dragão,Ovidiu Hațegan,Match Report,,3,1,1
61,Group stage,4.0,Wed,11/1/2017,19:45 (22:45),Liverpool eng,2.7,3–0,0.3,si NK Maribor,"47,957",Anfield,Ivan Kružliak,Match Report,,3,0,1
62,Group stage,4.0,Wed,11/1/2017,20:00,Beşiktaş tr,1.3,1–1,1.0,fr Monaco,"39,346",Vodafone Arena,Paolo Tagliavento,Match Report,,1,1,0
63,Group stage,4.0,Wed,11/1/2017,20:45 (22:45),Sevilla es,0.9,2–1,1.2,ru Spartak Moscow,"38,002",Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,Match Report,,2,1,1
64,Group stage,4.0,Wed,11/1/2017,20:45 (22:45),Dortmund de,2.8,1–1,0.6,cy APOEL FC,"64,500",Fußballpark BVB Hohenbuschei,Matej Jug,Match Report,,1,1,0
65,Group stage,4.0,Wed,11/1/2017,20:45 (22:45),Napoli it,2.1,2–4,1.4,eng Manchester City,"44,483",Stadio San Paolo,Felix Brych,Match Report,,2,4,2
66,Group stage,4.0,Wed,11/1/2017,21:45 (22:45),Shakhtar ua,2.6,3–1,1.0,nl Feyenoord,"24,570",Oblasny SportKomplex Metalist,Tasos Sidiropoulos,Match Report,,3,1,1
68,Group stage,5.0,Tue,11/21/2017,19:45 (22:45),Manchester City eng,1.3,1–0,0.3,nl Feyenoord,"43,548",Etihad Stadium,Ivan Kružliak,Match Report,,1,0,1
69,Group stage,5.0,Tue,11/21/2017,20:00,Beşiktaş tr,0.7,1–1,0.7,pt Porto,"36,919",Vodafone Arena,Antonio Matéu Lahoz,Match Report,,1,1,0
70,Group stage,5.0,Tue,11/21/2017,20:00,Spartak Moscow ru,1.4,1–1,1.2,si NK Maribor,"42,920",Otkrytie Arena,William Collum,Match Report,,1,1,0
71,Group stage,5.0,Tue,11/21/2017,20:45 (22:45),Sevilla es,1.9,3–3,2.3,eng Liverpool,"39,495",Estadio Ramón Sánchez Pizjuán,Felix Brych,Match Report,,3,3,0
72,Group stage,5.0,Tue,11/21/2017,20:45 (22:45),Napoli it,1.9,3–0,0.5,ua Shakhtar,"10,573",Stadio San Paolo,Damir Skomina,Match Report,,3,0,1
73,Group stage,5.0,Tue,11/21/2017,20:45 (22:45),Dortmund de,1.1,1–2,1.1,eng Tottenham,"65,849",Signal Iduna Park,Clément Turpin,Match Report,,1,2,2
74,Group stage,5.0,Tue,11/21/2017,20:45 (22:45),Monaco fr,0.8,1–4,1.5,de RB Leipzig,"9,029",Stade Louis II.,Alberto Undiano,Match Report,,1,4,2
75,Group stage,5.0,Tue,11/21/2017,21:45 (22:45),APOEL FC cy,0.5,0–6,3.7,es Real Madrid,"19,705",Neo GSP,Artur Soares Dias,Match Report,,0,6,2
76,Group stage,5.0,Wed,11/22/2017,19:45 (22:45),Sporting CP pt,2.0,3–1,0.4,gr Olympiacos,"42,528",Estádio José Alvalade,Felix Zwayer,Match Report,,3,1,1
77,Group stage,5.0,Wed,11/22/2017,20:00,CSKA Moscow ru,1.0,2–0,1.0,pt Benfica,"27,709",VEB Arena,Deniz Aytekin,Match Report,,2,0,1
78,Group stage,5.0,Wed,11/22/2017,20:45 (22:45),Juventus it,0.5,0–0,0.9,es Barcelona,"40,876",Allianz Stadium,Milorad Mažić,Match Report,,0,0,0
79,Group stage,5.0,Wed,11/22/2017,20:45 (22:45),Basel ch,1.1,1–0,1.5,eng Manchester Utd,"36,000",St. Jakob-Park,Daniele Orsato,Match Report,,1,0,1
80,Group stage,5.0,Wed,11/22/2017,20:45 (22:45),Anderlecht be,1.8,1–2,2.2,de Bayern Munich,"19,753",Stade Constant Vanden Stock,Anthony Taylor,Match Report,,1,2,2
81,Group stage,5.0,Wed,11/22/2017,20:45 (22:45),Paris S-G fr,2.8,7–1,0.3,sct Celtic,"46,288",Parc des Princes,Tasos Sidiropoulos,Match Report,,7,1,1
82,Group stage,5.0,Wed,11/22/2017,20:45 (22:45),Atlético Madrid es,1.4,2–0,0.5,it Roma,"56,253",Estadio Wanda Metropolitano,Björn Kuipers,Match Report,,2,0,1
83,Group stage,5.0,Wed,11/22/2017,21:00 (20:00),Qarabağ FK az,0.2,0–4,3.9,eng Chelsea,"67,100",Bakı Olimpiya Stadionu,Jorge de Sousa,Match Report,,0,4,2
85,Group stage,6.0,Tue,12/5/2017,19:45 (22:45),Chelsea eng,2.9,1–1,1.0,es Atlético Madrid,"40,875",Stamford Bridge,Danny Makkelie,Match Report,,1,1,0
86,Group stage,6.0,Tue,12/5/2017,19:45 (22:45),Celtic sct,0.8,0–1,0.7,be Anderlecht,"57,931",Celtic Park,Matej Jug,Match Report,,0,1,2
87,Group stage,6.0,Tue,12/5/2017,19:45 (22:45),Manchester Utd eng,2.9,2–1,0.8,ru CSKA Moscow,"74,669",Old Trafford,Gianluca Rocchi,Match Report,,2,1,1
88,Group stage,6.0,Tue,12/5/2017,19:45 (22:45),Benfica pt,1.4,0–2,1.4,ch Basel,"22,470",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,,0,2,2
89,Group stage,6.0,Tue,12/5/2017,20:45 (22:45),Barcelona es,1.2,2–0,1.0,pt Sporting CP,"48,336",Camp Nou,Craig Thomson,Match Report,,2,0,1
90,Group stage,6.0,Tue,12/5/2017,20:45 (22:45),Roma it,1.9,1–0,0.4,az Qarabağ FK,"34,258",Stadio Olimpico,Tobias Stieler,Match Report,,1,0,1
91,Group stage,6.0,Tue,12/5/2017,20:45 (22:45),Bayern Munich de,1.8,3–1,1.9,fr Paris S-G,"70,000",Allianz Arena,Cüneyt Çakιr,Match Report,,3,1,1
92,Group stage,6.0,Tue,12/5/2017,21:45 (22:45),Olympiacos gr,1.0,0–2,1.5,it Juventus,"29,567",Stadio Georgios Karaiskáki,David Fernández,Match Report,,0,2,2
93,Group stage,6.0,Wed,12/6/2017,19:45 (22:45),Tottenham eng,2.3,3–0,0.6,cy APOEL FC,"42,679",Wembley Stadium,Slavko Vinčić,Match Report,,3,0,1
94,Group stage,6.0,Wed,12/6/2017,19:45 (22:45),Porto pt,1.9,5–2,1.7,fr Monaco,"42,509",Estádio Do Dragão,Jonas Eriksson,Match Report,,5,2,1
95,Group stage,6.0,Wed,12/6/2017,19:45 (22:45),Liverpool eng,4.2,7–0,0.6,ru Spartak Moscow,"48,779",Anfield,Szymon Marciniak,Match Report,,7,0,1
96,Group stage,6.0,Wed,12/6/2017,20:45 (22:45),RB Leipzig de,3.0,1–2,1.8,tr Beşiktaş,"42,558",Red Bull Arena,Viktor Kassai,Match Report,,1,2,2
97,Group stage,6.0,Wed,12/6/2017,20:45 (22:45),Feyenoord nl,0.7,2–1,1.3,it Napoli,"36,500",Stadion Feijenoord,Michael Oliver,Match Report,,2,1,1
98,Group stage,6.0,Wed,12/6/2017,20:45 (22:45),NK Maribor si,0.8,1–1,1.7,es Sevilla,"11,976",Ljudski vrt,Ovidiu Hațegan,Match Report,,1,1,0
99,Group stage,6.0,Wed,12/6/2017,20:45 (22:45),Real Madrid es,2.7,3–2,1.7,de Dortmund,"73,323",Estadio Santiago Bernabéu,Pavel Královec,Match Report,,3,2,1
100,Group stage,6.0,Wed,12/6/2017,21:45 (22:45),Shakhtar ua,1.7,2–1,1.7,eng Manchester City,"33,154",Oblasny SportKomplex Metalist,Benoît Bastien,Match Report,,2,1,1
102,Round of 16,,Tue,2/13/2018,20:45 (22:45),Basel ch,1.0,0–4,0.7,eng Manchester City,"36,000",St. Jakob-Park,Jonas Eriksson,Match Report,Leg 1 of 2,0,4,2
103,Round of 16,,Tue,2/13/2018,20:45 (22:45),Juventus it,2.5,2–2,1.8,eng Tottenham,"41,232",Allianz Stadium,Felix Brych,Match Report,Leg 1 of 2,2,2,0
104,Round of 16,,Wed,2/14/2018,19:45 (22:45),Porto pt,0.5,0–5,2.6,eng Liverpool,"47,718",Estádio Do Dragão,Daniele Orsato,Match Report,Leg 1 of 2,0,5,2
105,Round of 16,,Wed,2/14/2018,20:45 (22:45),Real Madrid es,2.4,3–1,1.0,fr Paris S-G,"78,158",Estadio Ramón Sánchez Pizjuán,Gianluca Rocchi,Match Report,Leg 1 of 2,3,1,1
106,Round of 16,,Tue,2/20/2018,19:45 (22:45),Chelsea eng,0.5,1–1,0.6,es Barcelona,"37,741",Stamford Bridge,Cüneyt Çakιr,Match Report,Leg 1 of 2,1,1,0
107,Round of 16,,Tue,2/20/2018,20:45 (22:45),Bayern Munich de,4.9,5–0,0.3,tr Beşiktaş,"70,000",Allianz Arena,Ovidiu Hațegan,Match Report,Leg 1 of 2,5,0,1
108,Round of 16,,Wed,2/21/2018,20:45 (22:45),Sevilla es,2.0,0–0,0.7,eng Manchester Utd,"39,725",Estadio Ramón Sánchez Pizjuán,Clément Turpin,Match Report,Leg 1 of 2,0,0,0
109,Round of 16,,Wed,2/21/2018,21:45 (22:45),Shakhtar ua,1.7,2–1,1.8,it Roma,"35,124",Oblasny SportKomplex Metalist,William Collum,Match Report,Leg 1 of 2,2,1,1
110,Round of 16,,Tue,3/6/2018,19:45 (22:45),Liverpool eng,1.6,0–0,0.6,pt Porto,"48,768",Anfield,Felix Zwayer,Match Report,Leg 2 of 2; Liverpool won,0,0,0
111,Round of 16,,Tue,3/6/2018,20:45 (22:45),Paris S-G fr,1.1,1–2,2.2,es Real Madrid,"46,585",Parc des Princes,Felix Brych,Match Report,Leg 2 of 2; Real Madrid won,1,2,2
112,Round of 16,,Wed,3/7/2018,19:45 (22:45),Tottenham eng,1.7,1–2,1.5,it Juventus,"84,010",Wembley Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Juventus won,1,2,2
113,Round of 16,,Wed,3/7/2018,19:45 (22:45),Manchester City eng,1.6,1–2,0.6,ch Basel,"49,411",Etihad Stadium,Pavel Královec,Match Report,Leg 2 of 2; Manchester City won,1,2,2
114,Round of 16,,Tue,3/13/2018,19:45 (22:45),Manchester Utd eng,1.9,1–2,1.7,es Sevilla,"74,909",Old Trafford,Danny Makkelie,Match Report,Leg 2 of 2; Sevilla won,1,2,2
115,Round of 16,,Tue,3/13/2018,20:45 (22:45),Roma it,0.7,1–0,0.2,ua Shakhtar,"47,693",Stadio Olimpico,Alberto Undiano,Match Report,Leg 2 of 2; Roma won,1,0,1
116,Round of 16,,Wed,3/14/2018,20:00,Beşiktaş tr,1.2,1–3,2.1,de Bayern Munich,"36,885",Vodafone Arena,Michael Oliver,Match Report,Leg 2 of 2; Bayern Munich won,1,3,2
117,Round of 16,,Wed,3/14/2018,20:45 (22:45),Barcelona es,1.0,3–0,0.7,eng Chelsea,"97,183",Camp Nou,Damir Skomina,Match Report,Leg 2 of 2; Barcelona won,3,0,1
118,Quarter-finals,,Tue,4/3/2018,20:45 (21:45),Sevilla es,0.9,1–2,1.4,de Bayern Munich,"40,635",Estadio Ramón Sánchez Pizjuán,Daniele Orsato,Match Report,Leg 1 of 2,1,2,2
119,Quarter-finals,,Tue,4/3/2018,20:45 (21:45),Juventus it,1.6,0–3,3.1,es Real Madrid,"40,849",Allianz Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2,0,3,2
120,Quarter-finals,,Wed,4/4/2018,19:45 (21:45),Liverpool eng,1.6,3–0,0.6,eng Manchester City,"50,685",Anfield,Felix Brych,Match Report,Leg 1 of 2,3,0,1
121,Quarter-finals,,Wed,4/4/2018,20:45 (21:45),Barcelona es,1.9,4–1,1.7,it Roma,"90,106",Camp Nou,Danny Makkelie,Match Report,Leg 1 of 2,4,1,1
122,Quarter-finals,,Tue,4/10/2018,19:45 (21:45),Manchester City eng,1.2,1–2,0.8,eng Liverpool,"53,461",Etihad Stadium,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won,1,2,2
123,Quarter-finals,,Tue,4/10/2018,20:45 (21:45),Roma it,2.7,3–0,0.9,es Barcelona,"56,580",Stadio Olimpico,Clément Turpin,Match Report,Leg 2 of 2; Roma won,3,0,1
124,Quarter-finals,,Wed,4/11/2018,20:45 (21:45),Bayern Munich de,1.2,0–0,0.6,es Sevilla,"70,000",Allianz Arena,William Collum,Match Report,Leg 2 of 2; Bayern Munich won,0,0,0
125,Quarter-finals,,Wed,4/11/2018,20:45 (21:45),Real Madrid es,2.7,1–3,2.7,it Juventus,"75,796",Estadio Santiago Bernabéu,Michael Oliver,Match Report,Leg 2 of 2; Real Madrid won,1,3,2
126,Semi-finals,,Tue,4/24/2018,19:45 (21:45),Liverpool eng,3.7,5–2,1.9,it Roma,"51,236",Anfield,Felix Brych,Match Report,Leg 1 of 2,5,2,1
127,Semi-finals,,Wed,4/25/2018,20:45 (21:45),Bayern Munich de,1.9,1–2,0.7,es Real Madrid,"70,000",Allianz Arena,Björn Kuipers,Match Report,Leg 1 of 2,1,2,2
128,Semi-finals,,Tue,5/1/2018,20:45 (21:45),Real Madrid es,1.8,2–2,3.0,de Bayern Munich,"77,459",Estadio Santiago Bernabéu,Cüneyt Çakιr,Match Report,Leg 2 of 2; Real Madrid won,2,2,0
129,Semi-finals,,Wed,5/2/2018,20:45 (21:45),Roma it,2.4,4–2,1.6,eng Liverpool,"61,889",Stadio Olimpico,Damir Skomina,Match Report,Leg 2 of 2; Liverpool won,4,2,1
130,Final,,Sat,5/26/2018,21:45,Real Madrid es,1.5,3–1,1.9,eng Liverpool,"61,561",NSK Olimpijs'kyj (Neutral Site),Milorad Mažić,Match Report,,3,1,1
0,Group stage,1.0,Tue,9/18/2018,18:55 (19:55),Barcelona es,1.5,4–0,0.7,nl PSV Eindhoven,"73,462",Camp Nou,Tasos Sidiropoulos,Match Report,,4,0,1
1,Group stage,1.0,Tue,9/18/2018,18:55 (19:55),Inter it,1.2,2–1,0.8,eng Tottenham,"64,123",Stadio Giuseppe Meazza,Ruddy Buquet,Match Report,,2,1,1
2,Group stage,1.0,Tue,9/18/2018,20:00 (22:00),Liverpool eng,2.3,3–2,0.8,fr Paris S-G,"52,478",Anfield,Baris Şimşek,Match Report,,3,2,1
3,Group stage,1.0,Tue,9/18/2018,21:00 (22:00),Red Star rs,0.2,0–0,1.6,it Napoli,"49,112",Stadion Rajko Mitić,Tomasz Musiał,Match Report,,0,0,0
4,Group stage,1.0,Tue,9/18/2018,21:00 (22:00),Club Brugge be,0.6,0–1,1.0,de Dortmund,"25,181",Jan Breydelstadion,Danny Makkelie,Match Report,,0,1,2
5,Group stage,1.0,Tue,9/18/2018,21:00 (22:00),Monaco fr,0.7,1–2,0.9,es Atlético Madrid,"10,575",Stade Louis II.,William Collum,Match Report,,1,2,2
6,Group stage,1.0,Tue,9/18/2018,21:00 (22:00),Schalke 04 de,0.9,1–1,2.2,pt Porto,"45,755",Veltins-Arena,Ricardo de Burgos,Match Report,,1,1,0
7,Group stage,1.0,Tue,9/18/2018,22:00,Galatasaray tr,1.8,3–0,0.9,ru Loko Moscow,"43,542",Türk Telekom Arena,Luca Banti,Match Report,,3,0,1
8,Group stage,1.0,Wed,9/19/2018,18:55 (19:55),Ajax nl,1.7,3–0,0.4,gr AEK Athens,"52,285",Johan Cruyff ArenA,Carlos del Cerro,Match Report,,3,0,1
9,Group stage,1.0,Wed,9/19/2018,19:55,Shakhtar ua,0.6,2–2,1.8,de Hoffenheim,"28,336",Oblasny SportKomplex Metalist,Jakob Kehlet,Match Report,,2,2,0
10,Group stage,1.0,Wed,9/19/2018,20:00 (22:00),Manchester City eng,1.2,1–2,0.8,fr Lyon,"40,111",Etihad Stadium,Daniele Orsato,Match Report,,1,2,2
11,Group stage,1.0,Wed,9/19/2018,20:00 (22:00),Benfica pt,0.7,0–2,2.4,de Bayern Munich,"60,274",Estádio do Sport Lisboa e Benfica,Antonio Matéu Lahoz,Match Report,,0,2,2
12,Group stage,1.0,Wed,9/19/2018,21:00 (22:00),Valencia es,2.0,0–2,3.7,it Juventus,"46,067",Estadio de Mestalla,Felix Brych,Match Report,,0,2,2
13,Group stage,1.0,Wed,9/19/2018,21:00 (22:00),Real Madrid es,3.5,3–0,0.6,it Roma,"69,251",Estadio Santiago Bernabéu,Björn Kuipers,Match Report,,3,0,1
14,Group stage,1.0,Wed,9/19/2018,21:00 (22:00),Young Boys ch,1.7,0–3,2.0,eng Manchester Utd,"31,120",Stade de Suisse Wankdorf Bern,Deniz Aytekin,Match Report,,0,3,2
15,Group stage,1.0,Wed,9/19/2018,21:00 (22:00),Viktoria Plzeň cz,1.5,2–2,1.7,ru CSKA Moscow,"11,312",Doosan Arena,Benoît Bastien,Match Report,,2,2,0
17,Group stage,2.0,Tue,10/2/2018,18:55 (19:55),Hoffenheim de,0.6,1–2,2.2,eng Manchester City,"24,851",PreZero Arena,Matej Jug,Match Report,,1,2,2
18,Group stage,2.0,Tue,10/2/2018,18:55 (19:55),Juventus it,3.3,3–0,0.2,ch Young Boys,"40,961",Allianz Stadium,Sergey Karasev,Match Report,,3,0,1
19,Group stage,2.0,Tue,10/2/2018,20:00 (22:00),Manchester Utd eng,0.9,0–0,0.4,es Valencia,"73,569",Old Trafford,Slavko Vinčič,Match Report,,0,0,0
20,Group stage,2.0,Tue,10/2/2018,21:00 (22:00),Bayern Munich de,1.5,1–1,1.2,nl Ajax,"70,000",Allianz Arena,Pavel Královec,Match Report,,1,1,0
21,Group stage,2.0,Tue,10/2/2018,21:00 (22:00),Lyon fr,2.8,2–2,1.6,ua Shakhtar,,Groupama OL Academy Décines-Charpieu,Aleksandrs Golubevs,Match Report,,2,2,0
22,Group stage,2.0,Tue,10/2/2018,21:00 (22:00),Roma it,3.1,5–0,0.3,cz Viktoria Plzeň,"41,243",Stadio Olimpico,Paweł Raczkowski,Match Report,,5,0,1
23,Group stage,2.0,Tue,10/2/2018,22:00,CSKA Moscow ru,0.4,1–0,2.2,es Real Madrid,"71,811",VEB Arena,Ovidiu Hațegan,Match Report,,1,0,1
24,Group stage,2.0,Tue,10/2/2018,22:00,AEK Athens gr,2.8,2–3,1.2,pt Benfica,"31,154",Olympiako Stadio Spyros Louis,Orel Grinfeeld,Match Report,,2,3,2
25,Group stage,2.0,Wed,10/3/2018,18:55 (19:55),Paris S-G fr,5.4,6–1,0.3,rs Red Star,"39,979",Parc des Princes,Artur Dias,Match Report,,6,1,1
26,Group stage,2.0,Wed,10/3/2018,19:55,Loko Moscow ru,0.7,0–1,1.0,de Schalke 04,"21,471",RZD Arena,Anthony Taylor,Match Report,,0,1,2
27,Group stage,2.0,Wed,10/3/2018,20:00 (22:00),Porto pt,1.8,1–0,1.5,tr Galatasaray,"42,711",Estádio Do Dragão,Michael Oliver,Match Report,,1,0,1
28,Group stage,2.0,Wed,10/3/2018,20:00 (22:00),Tottenham eng,0.5,2–4,1.4,es Barcelona,"82,137",Wembley Stadium,Tobias Stieler,Match Report,,2,4,2
29,Group stage,2.0,Wed,10/3/2018,21:00 (22:00),Dortmund de,3.2,3–0,0.5,fr Monaco,"66,099",Signal Iduna Park,Aliaksei Kulbakou,Match Report,,3,0,1
30,Group stage,2.0,Wed,10/3/2018,21:00 (22:00),PSV Eindhoven nl,0.7,1–2,2.6,it Inter,"34,750",Philips Stadion,Danilo Grujić,Match Report,,1,2,2
31,Group stage,2.0,Wed,10/3/2018,21:00 (22:00),Napoli it,1.9,1–0,0.1,eng Liverpool,"37,057",Stadio San Paolo,Sándor Andó-Szabó,Match Report,,1,0,1
32,Group stage,2.0,Wed,10/3/2018,21:00 (22:00),Atlético Madrid es,1.8,3–1,0.6,be Club Brugge,"55,742",Estadio Wanda Metropolitano,Filip Glova,Match Report,,3,1,1
34,Group stage,3.0,Tue,10/23/2018,18:55 (19:55),Young Boys ch,1.9,1–1,0.9,es Valencia,"31,120",Stade de Suisse Wankdorf Bern,Aleksandrs Anufrijevs,Match Report,,1,1,0
35,Group stage,3.0,Tue,10/23/2018,19:55,AEK Athens gr,0.3,0–2,2.3,de Bayern Munich,"61,221",Olympiako Stadio Spyros Louis,Aliaksei Kulbakou,Match Report,,0,2,2
36,Group stage,3.0,Tue,10/23/2018,20:00 (22:00),Manchester Utd eng,0.3,0–1,1.3,it Juventus,"73,946",Old Trafford,Danilo Grujić,Match Report,,0,1,2
37,Group stage,3.0,Tue,10/23/2018,21:00 (22:00),Real Madrid es,2.6,2–1,1.6,cz Viktoria Plzeň,"67,356",Estadio Santiago Bernabéu,Orel Grinfeeld,Match Report,,2,1,1
38,Group stage,3.0,Tue,10/23/2018,21:00 (22:00),Roma it,2.3,3–0,0.5,ru CSKA Moscow,"46,005",Stadio Olimpico,Tasos Sidiropoulos,Match Report,,3,0,1
39,Group stage,3.0,Tue,10/23/2018,21:00 (22:00),Hoffenheim de,4.1,3–3,1.5,fr Lyon,"24,144",PreZero Arena,Alberto Undiano,Match Report,,3,3,0
40,Group stage,3.0,Tue,10/23/2018,21:00 (22:00),Ajax nl,1.5,1–0,0.7,pt Benfica,"52,489",Johan Cruyff ArenA,Ruddy Buquet,Match Report,,1,0,1
41,Group stage,3.0,Tue,10/23/2018,22:00,Shakhtar ua,1.1,0–3,2.6,eng Manchester City,"37,106",Oblasny SportKomplex Metalist,Carlos del Cerro,Match Report,,0,3,2
42,Group stage,3.0,Wed,10/24/2018,18:55 (19:55),Club Brugge be,1.5,1–1,0.8,fr Monaco,"23,957",Jan Breydelstadion,Michael Oliver,Match Report,,1,1,0
43,Group stage,3.0,Wed,10/24/2018,18:55 (19:55),PSV Eindhoven nl,0.9,2–2,2.0,eng Tottenham,"35,000",Philips Stadion,Slavko Vinčič,Match Report,,2,2,0
44,Group stage,3.0,Wed,10/24/2018,20:00 (22:00),Liverpool eng,5.0,4–0,0.5,rs Red Star,"53,024",Anfield,Daniel Siebert,Match Report,,4,0,1
45,Group stage,3.0,Wed,10/24/2018,21:00 (22:00),Barcelona es,2.2,2–0,1.0,it Inter,"86,290",Camp Nou,Ovidiu Hațegan,Match Report,,2,0,1
46,Group stage,3.0,Wed,10/24/2018,21:00 (22:00),Paris S-G fr,1.1,2–2,1.7,it Napoli,"46,274",Parc des Princes,Tobias Stieler,Match Report,,2,2,0
47,Group stage,3.0,Wed,10/24/2018,21:00 (22:00),Dortmund de,2.0,4–0,0.6,es Atlético Madrid,"66,099",Signal Iduna Park,Anthony Taylor,Match Report,,4,0,1
48,Group stage,3.0,Wed,10/24/2018,22:00,Loko Moscow ru,2.1,1–3,1.5,pt Porto,"16,034",RZD Arena,John Beaton,Match Report,,1,3,2
49,Group stage,3.0,Wed,10/24/2018,22:00,Galatasaray tr,0.6,0–0,2.2,de Schalke 04,"46,667",Türk Telekom Arena,Benoît Bastien,Match Report,,0,0,0
51,Group stage,4.0,Tue,11/6/2018,18:55 (20:55),Red Star rs,0.7,2–0,2.2,eng Liverpool,"51,318",Stadion Rajko Mitić,Antonio Matéu Lahoz,Match Report,,2,0,1
52,Group stage,4.0,Tue,11/6/2018,18:55 (20:55),Monaco fr,1.1,0–4,1.9,be Club Brugge,"8,347",Stade Louis II.,Hugo Miguel,Match Report,,0,4,2
53,Group stage,4.0,Tue,11/6/2018,20:00 (23:00),Porto pt,1.4,4–1,0.7,ru Loko Moscow,"34,616",Estádio Do Dragão,Massimiliano Irrati,Match Report,,4,1,1
54,Group stage,4.0,Tue,11/6/2018,20:00 (23:00),Tottenham eng,3.5,2–1,0.6,nl PSV Eindhoven,"46,588",Wembley Stadium,Filip Glova,Match Report,,2,1,1
55,Group stage,4.0,Tue,11/6/2018,21:00 (23:00),Napoli it,2.0,1–1,1.3,fr Paris S-G,"55,489",Stadio San Paolo,Björn Kuipers,Match Report,,1,1,0
56,Group stage,4.0,Tue,11/6/2018,21:00 (23:00),Schalke 04 de,1.5,2–0,0.7,tr Galatasaray,"54,740",Veltins-Arena,William Collum,Match Report,,2,0,1
57,Group stage,4.0,Tue,11/6/2018,21:00 (23:00),Atlético Madrid es,1.5,2–0,0.6,de Dortmund,"61,023",Estadio Wanda Metropolitano,Daniele Orsato,Match Report,,2,0,1
58,Group stage,4.0,Tue,11/6/2018,21:00 (23:00),Inter it,1.0,1–1,1.6,es Barcelona,"70,915",Stadio Giuseppe Meazza,Szymon Marciniak,Match Report,,1,1,0
59,Group stage,4.0,Wed,11/7/2018,18:55 (20:55),Valencia es,1.8,3–1,1.0,ch Young Boys,"36,480",Estadio de Mestalla,István Kovács,Match Report,,3,1,1
60,Group stage,4.0,Wed,11/7/2018,20:00 (23:00),Benfica pt,1.4,1–1,1.6,nl Ajax,"51,328",Estádio do Sport Lisboa e Benfica,Luca Banti,Match Report,,1,1,0
61,Group stage,4.0,Wed,11/7/2018,20:00 (23:00),Manchester City eng,3.4,6–0,0.4,ua Shakhtar,"52,286",Etihad Stadium,Sándor Andó-Szabó,Match Report,,6,0,1
62,Group stage,4.0,Wed,11/7/2018,20:55,CSKA Moscow ru,1.1,1–2,2.4,it Roma,"64,454",VEB Arena,Baris Şimşek,Match Report,,1,2,2
63,Group stage,4.0,Wed,11/7/2018,21:00 (23:00),Viktoria Plzeň cz,0.5,0–5,1.6,es Real Madrid,"11,483",Doosan Arena,Deniz Aytekin,Match Report,,0,5,2
64,Group stage,4.0,Wed,11/7/2018,21:00 (23:00),Bayern Munich de,2.7,2–0,0.4,gr AEK Athens,"70,000",Allianz Arena,Slavko Vinčič,Match Report,,2,0,1
65,Group stage,4.0,Wed,11/7/2018,21:00 (23:00),Lyon fr,2.5,2–2,1.9,de Hoffenheim,"53,850",Groupama Stadium,Danny Makkelie,Match Report,,2,2,0
66,Group stage,4.0,Wed,11/7/2018,21:00 (23:00),Juventus it,1.9,1–2,0.8,eng Manchester Utd,"41,470",Allianz Stadium,Ovidiu Hațegan,Match Report,,1,2,2
68,Group stage,5.0,Tue,11/27/2018,19:55 (20:55),AEK Athens gr,0.4,0–2,2.2,nl Ajax,"25,756",Olympiako Stadio Spyros Louis,Michael Oliver,Match Report,,0,2,2
69,Group stage,5.0,Tue,11/27/2018,20:00 (23:00),Manchester Utd eng,1.3,1–0,0.6,ch Young Boys,"72,876",Old Trafford,Felix Brych,Match Report,,1,0,1
70,Group stage,5.0,Tue,11/27/2018,20:55,CSKA Moscow ru,2.2,1–2,2.0,cz Viktoria Plzeň,"52,892",VEB Arena,Jochem Kamphuis,Match Report,,1,2,2
71,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Roma it,2.1,0–2,1.7,es Real Madrid,"59,124",Stadio Olimpico,Ruddy Buquet,Match Report,,0,2,2
72,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Juventus it,1.8,1–0,0.3,es Valencia,"39,070",Allianz Stadium,William Collum,Match Report,,1,0,1
73,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Lyon fr,2.3,2–2,1.0,eng Manchester City,"56,039",Groupama Stadium,Luca Banti,Match Report,,2,2,0
74,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Hoffenheim de,1.3,2–3,2.1,ua Shakhtar,"22,920",PreZero Arena,Filip Glova,Match Report,,2,3,2
75,Group stage,5.0,Tue,11/27/2018,21:00 (23:00),Bayern Munich de,1.9,5–1,0.5,pt Benfica,"70,000",Allianz Arena,Daniele Orsato,Match Report,,5,1,1
76,Group stage,5.0,Wed,11/28/2018,18:55 (20:55),Atlético Madrid es,0.9,2–0,1.3,fr Monaco,"56,314",Estadio Wanda Metropolitano,Mattias Gestranius,Match Report,,2,0,1
